anime_id,name,genre,type,episodes,rating,members,images,videos
6287,Akikan!: Kan Ippatsu!? Onsen Panic,"Comedy, Ecchi",OVA,1,6.4,17949,Unknow,Unknow
10526,Duel Masters Zero,"Action, Kids",TV,25,6.4,795,Unknow,Unknow
5375,Gakkyuu Ou Yamazaki,Comedy,TV,53,6.4,465,Unknow,Unknow
3671,"Genesis Climber Mospeada: Love, Live, Alive","Action, Mecha, Music",OVA,1,6.4,712,Unknow,Unknow
2474,Ginga Ojousama Densetsu Yuna: Shin&#039;en no Fairy,"Action, Adventure, Comedy, Magic, Mecha, Sci-Fi",OVA,3,6.4,1256,Unknow,Unknow
16740,Hanamaru Youchien Special Preview,"Comedy, School",Special,1,6.4,1093,Unknow,Unknow
22443,Hello Kitty no Alps no Shoujo Heidi,Kids,OVA,1,6.4,153,Unknow,Unknow
28911,Hidamari Sketch Recap,"Comedy, School, Slice of Life",Special,1,6.4,455,Unknow,Unknow
28883,Hidan no Aria AA,"Action, School, Shoujo Ai",TV,12,6.4,39538,Unknow,Unknow
360,Himiko-den,"Adventure, Drama, Fantasy, Supernatural",TV,12,6.4,3731,Unknow,Unknow
3839,Himitsu no Akko-chan 3,"Magic, School, Shoujo",TV,44,6.4,378,Unknow,Unknow
7729,Hokkyoku no Muushika Miishika,Adventure,Movie,1,6.4,172,Unknow,Unknow
21077,Kakumeiki Valvrave Recaps,"Action, Mecha",ONA,3,6.39,1924,Unknow,Unknow
2075,Kiko-chan Smile,"Adventure, Comedy, Josei, Slice of Life",TV,51,6.4,297,Unknow,Unknow
2526,Kirara,"Comedy, Ecchi, Romance, Slice of Life, Supernatural",OVA,1,6.4,1596,Unknow,Unknow
19575,Kobayashi ga Kawai sugite Tsurai!!,"Romance, School, Shoujo",OVA,2,6.4,4251,Unknow,Unknow
6227,Lovedol: Lovely Idol OVA,"Comedy, Drama, Ecchi, Harem, Music",OVA,1,6.4,1135,Unknow,Unknow
1503,Mahou Shoujo Pretty Sammy Specials,"Adventure, Comedy, Fantasy, Magic, Parody, Seinen",Special,7,6.4,798,Unknow,Unknow
1580,Mouryou Senki Madara,"Adventure, Demons, Shounen, Supernatural",OVA,2,6.4,813,Unknow,Unknow
749,Nanami-chan,"Comedy, Kids",TV,12,6.4,828,Unknow,Unknow
13681,Nekogami Yaoyorozu Specials,"Comedy, Seinen, Supernatural",Special,7,6.4,915,Unknow,Unknow
19731,Osamu to Musashi,"Adventure, Fantasy, Kids",Movie,1,6.4,143,Unknow,Unknow
3768,Play Ball,"Action, Shounen, Sports",TV,13,6.4,413,Unknow,Unknow
980,Rikujou Bouei-tai Mao-chan,"Comedy, Kids, Magic, Military, Sci-Fi",TV,26,6.4,2934,Unknow,Unknow
11049,Shin Maple Town Monogatari: Palm Town-hen - Konnichiwa! Atarashii Machi,"Fantasy, Slice of Life",Movie,1,6.4,185,Unknow,Unknow
1500,Teizokurei Daydream,"Comedy, Drama, Ecchi, Horror, Supernatural",OVA,4,6.4,5305,Unknow,Unknow
10594,Tokimeki Tonight Recaps,"Comedy, Fantasy, Romance, Shoujo, Vampire",Special,2,6.4,220,Unknow,Unknow
33247,Tsubasa to Hotaru (2016),"Romance, School, Shoujo",Special,3,6.4,1411,Unknow,Unknow
9566,Umi kara no Shisha,"Action, Mecha, Sci-Fi, Super Power",Movie,1,6.4,826,Unknow,Unknow
30751,Usavich Zero,Comedy,TV,13,6.4,619,Unknow,Unknow
4420,Vampiyan Kids: Pilot,"Action, Comedy, Kids, Vampire",Special,1,6.4,435,Unknow,Unknow
4591,Yoiko,"Comedy, School, Slice of Life",TV,20,6.4,2238,Unknow,Unknow
1583,009-1,"Action, Mecha, Sci-Fi, Seinen",TV,12,6.39,11097,Unknow,Unknow
26189,Ai Tenshi Densetsu Wedding Peach Specials,"Adventure, Comedy, Magic, Romance, Shoujo",Special,2,6.39,446,Unknow,Unknow
15085,Amnesia,"Fantasy, Josei, Mystery, Romance",TV,12,6.39,134349,Unknow,Unknow
7779,Andersen Monogatari (TV),"Drama, Fantasy, Kids",TV,52,6.39,389,Unknow,Unknow
7752,Bao Lian Deng,"Action, Adventure, Fantasy",Movie,1,6.39,225,Unknow,Unknow
34173,Buddy Go! 2,"Comedy, Romance, Shoujo",Special,4,6.39,304,Unknow,Unknow
14277,Chitose Get You!!,"Comedy, Romance, School, Seinen, Slice of Life",TV,26,6.39,12886,Unknow,Unknow
22733,Dragon Collection,"Fantasy, Shounen",TV,51,6.39,3229,Unknow,Unknow
6062,Duel Masters Movie 2: Lunatic God Saga,"Action, Adventure, Comedy, Shounen",Movie,1,6.39,522,Unknow,Unknow
32785,Future Card Buddyfight DDD,Game,TV,Unknown,6.39,912,Unknow,Unknow
8157,Gegege no Kitarou: Youkai Tokkyuu! Maboroshi no Kisha,"Adventure, Comedy, Fantasy, Horror, Supernatural",Movie,1,6.39,241,Unknow,Unknow
3906,H. P. Lovecraft&#039;s The Dunwich Horror and Other Stories,Horror,OVA,1,6.39,1704,Unknow,Unknow
2281,Jikuu Tantei Genshi-kun,"Adventure, Comedy, Fantasy, Mystery, Sci-Fi, Shounen",TV,39,6.39,5541,Unknow,Unknow
9748,Kaze wo Nuke!,Sports,OVA,1,6.39,187,Unknow,Unknow
7505,Knyacki!,"Comedy, Drama, Fantasy, Kids",ONA,Unknown,6.38,242,Unknow,Unknow
1591,Kujibiki♥Unbalance,"Comedy, Romance, School",TV,12,6.39,9021,Unknow,Unknow
10755,Lupin tai Holmes,Mystery,Special,1,6.39,331,Unknow,Unknow
3475,Muramasa,"Historical, Horror, Martial Arts, Samurai",Movie,1,6.39,2535,Unknow,Unknow
15881,Oniichan dakedo Ai Sae Areba Kankeinai yo ne! Specials,"Comedy, Ecchi",Special,6,6.39,16618,Unknow,Unknow
31927,Phantom of the Kill: Zero kara no Hangyaku,"Action, Adventure, Fantasy",Movie,1,6.39,4893,Unknow,Unknow
25365,Pokemon XY: Koukoku no Princess Diancie,"Comedy, Fantasy, Kids",Special,1,6.4,2829,Unknow,Unknow
8840,Senkou no Night Raid: Yogen,"Action, Historical, Military, Super Power",Special,1,6.39,2752,Unknow,Unknow
23433,Shin Strange+,"Comedy, Shoujo, Slice of Life",TV,12,6.39,9385,Unknow,Unknow
25883,Taisei Kensetsu: Vietnam Noi Bai Kuukou,Drama,Special,1,6.39,2258,Unknow,Unknow
2679,Teki wa Kaizoku: Neko-tachi no Kyouen,"Comedy, Sci-Fi",OVA,6,6.39,720,Unknow,Unknow
4533,Uchuu Kazoku Carlvinson,"Comedy, Fantasy, Sci-Fi",OVA,1,6.39,649,Unknow,Unknow
9100,Umi Monogatari: Marin no Kore Naani?,Comedy,Special,4,6.39,1229,Unknow,Unknow
8249,Votoms Finder,"Action, Drama, Mecha, Military, Sci-Fi",OVA,1,6.39,1735,Unknow,Unknow
12123,Yurumates 3D,"Comedy, Seinen, Slice of Life",TV,13,6.39,5678,Unknow,Unknow
6094,A Piece of Phantasmagoria,"Fantasy, Kids",OVA,15,6.38,1862,Unknow,Unknow
13859,Accel World: Acchel World.,"Comedy, Sci-Fi",Special,8,6.38,26190,Unknow,Unknow
17167,Akai Koudan Zillion Specials,"Adventure, Sci-Fi, Shounen",Special,3,6.38,262,Unknow,Unknow
2789,B-Densetsu! Battle Bedaman,"Adventure, Fantasy, Kids, Shounen",TV,52,6.38,6545,Unknow,Unknow
2156,Bakugan Battle Brawlers,"Action, Fantasy, Game",TV,52,6.38,25846,Unknow,Unknow
301,Cinderella Boy,"Action, Adventure, Comedy, Mystery",TV,13,6.38,3246,Unknow,Unknow
13807,Corpse Party: Missing Footage,"Horror, School",OVA,1,6.38,57507,Unknow,Unknow
29165,Daitoshokan no Hitsujikai Picture Drama,"Comedy, Ecchi",Special,6,6.38,2487,Unknow,Unknow
32264,Dear Brave,"Music, Romance",Music,1,6.38,522,Unknow,Unknow
1337,Dororon Enma-kun,"Comedy, Demons, Fantasy, Horror, Shounen, Supernatural",TV,25,6.38,1898,Unknow,Unknow
1344,Eightman After,"Action, Drama, Sci-Fi",OVA,4,6.38,1771,Unknow,Unknow
24675,Future Card Buddyfight Recap,Game,Special,1,6.38,277,Unknow,Unknow
16912,gdgd Fairies 2 Episode 0,"Comedy, Fantasy",Special,1,6.38,367,Unknow,Unknow
6271,Gendai Kibunroku Kaii Monogatari,Horror,OVA,1,6.38,704,Unknow,Unknow
581,Honoo no Labyrinth,"Adventure, Comedy, Ecchi, Samurai",OVA,2,6.38,5958,Unknow,Unknow
2523,Izumo: Takeki Tsurugi no Senki,"Adventure, Drama, Fantasy, Martial Arts, Romance, Supernatural",TV,12,6.38,7748,Unknow,Unknow
10132,Jin Sheng Yuan,Music,Music,1,6.38,406,Unknow,Unknow
7170,Kataku,"Demons, Historical, Supernatural",Movie,1,6.38,1025,Unknow,Unknow
23341,Mahouka Koukou no Rettousei: Yoku Wakaru Mahouka!,"Comedy, Magic",ONA,6,6.38,13068,Unknow,Unknow
15717,Nagareboshi Lens Specials,"Romance, Shoujo",Special,3,6.38,1557,Unknow,Unknow
19351,Nijiiro☆Prism Girl,"Comedy, Romance, School, Shoujo",OVA,4,6.38,1390,Unknow,Unknow
9731,Nurarihyon no Mago Recaps,"Action, Demons, Shounen, Supernatural",Special,2,6.38,9781,Unknow,Unknow
1547,Obake no Q-tarou,"Comedy, School, Slice of Life, Supernatural",TV,96,6.38,250,Unknow,Unknow
29511,Ongaku Shoujo,"Music, Slice of Life",Movie,1,6.38,6289,Unknow,Unknow
3004,Saint Beast: Ikusen no Hiru to Yoru-hen,"Fantasy, Magic",OVA,2,6.38,2708,Unknow,Unknow
1508,Sci-fi Harry,"Drama, Horror, Sci-Fi",TV,20,6.38,5194,Unknow,Unknow
5693,"Shinran-sama: Negai, Soshite Hikari",Historical,OVA,1,6.38,150,Unknow,Unknow
13175,Shiranpuri (Movie),"Drama, School",Movie,1,6.38,3104,Unknow,Unknow
6437,Sora wo Kakeru Shoujo Picture Drama,"Adventure, Comedy, Sci-Fi, Space",Special,9,6.38,1716,Unknow,Unknow
3724,Taiko no Tatsujin,Game,TV,26,6.38,406,Unknow,Unknow
8214,Tekkamen wo Oe: &quot;d&#039;Artagnan Monogatari&quot; yori,"Action, Historical",Special,1,6.38,349,Unknow,Unknow
3512,Tenshi Nanka ja Nai,"Comedy, Drama",OVA,1,6.38,2027,Unknow,Unknow
927,Transformers Superlink,"Adventure, Mecha, Sci-Fi, Shounen",TV,51,6.38,2691,Unknow,Unknow
2700,Uchuu Kaizoku Mito no Daibouken: Futari no Joou-sama,"Action, Comedy, Sci-Fi",TV,13,6.38,585,Unknow,Unknow
30385,Valkyrie Drive: Mermaid,"Action, Ecchi, Fantasy, Shoujo Ai",TV,12,6.38,45400,Unknow,Unknow
30445,"Wake Up, Girls! Deai no Kiroku: A Brief Recording",Music,OVA,1,6.39,810,Unknow,Unknow
21595,Yu☆Gi☆Oh! Zexal Second: Iza! Saishuu Kessen e!! Special,"Action, Fantasy, Game, Shounen",Special,1,6.38,1172,Unknow,Unknow
28593,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. Specials,Comedy,Special,5,6.38,3818,Unknow,Unknow
454,.hack//Gift,"Comedy, Fantasy, Game",OVA,1,6.37,15411,Unknow,Unknow
791,Arion,"Action, Adventure, Drama, Fantasy, Magic, Seinen",Movie,1,6.37,2415,Unknow,Unknow
12581,Asa made Jugyou Chu!,"Comedy, Ecchi, Romance, School",OVA,1,6.37,25285,Unknow,Unknow
9165,Attack No.1: Namida no Kaiten Receive,"Drama, Shoujo, Sports",Movie,1,6.37,248,Unknow,Unknow
4509,Captain Future: Kareinaru Taiyokei Race,"Action, Adventure, Sci-Fi",Special,1,6.37,394,Unknow,Unknow
9935,Chocolat no Mahou,"Drama, Magic, Shoujo, Supernatural",OVA,13,6.37,3800,Unknow,Unknow
4014,Choujin Locke: Lord Leon,"Action, Sci-Fi, Super Power",OVA,3,6.37,483,Unknow,Unknow
2760,Densetsu Kyojin Ideon: Sesshoku-hen,"Drama, Mecha, Sci-Fi, Space",Movie,1,6.37,1740,Unknow,Unknow
4443,Duel Masters Charge,"Action, Adventure, Comedy, Shounen",TV,52,6.37,2827,Unknow,Unknow
10524,Duel Masters Victory,"Action, Adventure, Comedy, Shounen",TV,52,6.37,574,Unknow,Unknow
4298,Futari no Joe,"Shounen, Sports",OVA,6,6.37,461,Unknow,Unknow
8149,Gegege no Kitarou (1968 Movie),"Adventure, Comedy, Fantasy, Horror, Supernatural",Movie,1,6.37,346,Unknow,Unknow
8533,Hana no Kage,"Demons, Drama, Historical, Romance",ONA,1,6.37,987,Unknow,Unknow
3175,Kaitei Choutokkyuu: Marine Express,"Action, Adventure, Comedy, Drama, Sci-Fi",Special,1,6.37,551,Unknow,Unknow
32503,"Kemeko Deluxe!: Izumi-chan, Fukenkou yo! (Kari)",Ecchi,Special,1,6.37,372,Unknow,Unknow
16149,Kick-Heart,"Comedy, Romance, Sports",Movie,1,6.37,8007,Unknow,Unknow
17791,Kyoto Animation: Ikitaku Naru Omise-hen,Sci-Fi,Special,1,6.37,2708,Unknow,Unknow
23897,Lovely Movie: Itoshi no Muco,Slice of Life,TV,20,6.37,503,Unknow,Unknow
28179,Miss Monochrome: The Animation - Manager,"Comedy, Music, Slice of Life",OVA,1,6.37,3808,Unknow,Unknow
32233,MitchiriNeko March,Music,Music,1,6.37,126,Unknow,Unknow
4614,Moero Arthur: Hakuba no Ouji,"Adventure, Drama, Historical, Romance",TV,22,6.37,267,Unknow,Unknow
9290,Moyashimon CGI Anime,"Comedy, School, Supernatural",OVA,1,6.37,1415,Unknow,Unknow
7108,Shikabane Hime: Puchitto,Comedy,Special,1,6.37,3377,Unknow,Unknow
835,Sister Princess: Re Pure,"Drama, Romance",TV,13,6.37,5782,Unknow,Unknow
2714,Sotsugyou: Graduation,"Drama, School",OVA,2,6.37,548,Unknow,Unknow
8042,Taishou Yakyuu Musume. Specials,"School, Sports",Special,2,6.37,907,Unknow,Unknow
8011,Time Bokan Series: Gyakuten Ippatsuman,"Action, Comedy, Mecha, Sci-Fi",TV,58,6.37,334,Unknow,Unknow
5344,Time Bokan Series: Itadakiman,Mecha,TV,20,6.37,298,Unknow,Unknow
2103,TO-Y,"Drama, Music, Shounen",OVA,1,6.37,1275,Unknow,Unknow
6276,Umezu Kazuo no Noroi,Horror,OVA,1,6.37,2361,Unknow,Unknow
11699,Yurumates wa?,"Comedy, Seinen, Slice of Life",OVA,1,6.37,1747,Unknow,Unknow
25833,Zephyr,"Drama, Music",Special,1,6.37,1478,Unknow,Unknow
33964,91 Days Recap,"Action, Drama, Historical",Special,1,6.35,9453,Unknow,Unknow
14007,"Akai Shouzou: Char, Soshite Frontal e","Drama, Mecha, Military, Sci-Fi, Shounen, Space",Special,1,6.36,686,Unknow,Unknow
5098,Andersen Monogatari,"Drama, Fantasy, Kids",Movie,1,6.36,364,Unknow,Unknow
1380,Blue Gender: The Warrior,"Adventure, Drama, Horror, Mecha, Military, Romance, Sci-Fi, Space",Movie,1,6.36,7197,Unknow,Unknow
2885,Ganbare Goemon,"Comedy, Shounen",TV,23,6.36,713,Unknow,Unknow
20187,Genei wo Kakeru Taiyou: Fumikomenai Kokoro,Magic,Special,1,6.36,4545,Unknow,Unknow
5652,Glass no Kantai: La Legende du Vent de l&#039;Univers Specials,"Adventure, Sci-Fi",Special,2,6.36,1005,Unknow,Unknow
13215,Guskou Budori no Denki (2012),"Drama, Fantasy, Kids, Slice of Life",Movie,1,6.36,2936,Unknow,Unknow
2739,Highschool Aurabuster: Hikari no Mezame,"Drama, Fantasy, Super Power",OVA,3,6.36,347,Unknow,Unknow
3834,Hoshi no Ko Chobin,"Adventure, Sci-Fi",TV,26,6.36,231,Unknow,Unknow
10832,Ikoku Meiro no Croisée: Yune &amp; Alice,"Historical, Seinen, Slice of Life",Special,7,6.36,3409,Unknow,Unknow
28713,Isuca: Gokuraku,"Comedy, Ecchi, Romance, Seinen, Supernatural",OVA,1,6.36,9464,Unknow,Unknow
2609,Kakyuusei (1999),"Drama, Harem, Romance, School",TV,14,6.36,1578,Unknow,Unknow
1777,Kaze no Tairiku,"Action, Adventure, Fantasy, Supernatural",Movie,1,6.36,2552,Unknow,Unknow
2155,Kono Aozora ni Yakusoku wo: Youkoso Tsugumi Ryou e,"Harem, Romance, School",TV,13,6.36,12622,Unknow,Unknow
19401,Kuusou no Sora Tobu Kikaitachi,Historical,Movie,1,6.36,651,Unknow,Unknow
10562,Machine Hayabusa,"Action, Cars, Shounen, Sports",TV,21,6.36,227,Unknow,Unknow
499,Makai Toshi Shinjuku,"Adventure, Horror, Romance, Shounen, Supernatural",OVA,1,6.36,7293,Unknow,Unknow
1832,Meiou Project Zeorymer,"Action, Drama, Mecha, Psychological, Sci-Fi",OVA,4,6.36,2504,Unknow,Unknow
9254,Mianhada Saranghanda,Drama,Movie,1,6.36,969,Unknow,Unknow
337,Psychic Academy,"Comedy, Romance, Supernatural",TV,24,6.36,7751,Unknow,Unknow
18413,Puchitto Gargantia,"Mecha, Sci-Fi",ONA,13,6.36,7170,Unknow,Unknow
32308,Rilu Rilu Fairilu: Yousei no Door,"Fantasy, Magic",TV,Unknown,6.36,1293,Unknow,Unknow
9424,Seupideuwang Beongae,"Action, Game, School, Shounen, Sports",TV,26,6.36,226,Unknow,Unknow
22231,Tenshi no Shippo Chu!: Shoushuuhen Tenshi no Utagoe,"Fantasy, Magic, Romance",OVA,1,6.36,289,Unknow,Unknow
13843,Wild Adapter,"Action, Drama, Mystery, Shoujo",OVA,2,6.36,5196,Unknow,Unknow
15313,Wooser no Sono Higurashi,"Comedy, Fantasy, Slice of Life",TV,12,6.36,8081,Unknow,Unknow
2840,Youkoso Lodoss-tou e!,"Comedy, Parody",Movie,1,6.36,1156,Unknow,Unknow
8812,Alice SOS,Adventure,TV,28,6.35,734,Unknow,Unknow
24531,Ane Log: Moyako Neesan no Tomaranai Monologue,"Comedy, Ecchi, School, Shounen",OVA,3,6.35,9588,Unknow,Unknow
20365,Another: Misaki Mei - Shizuka ni,Music,Music,1,6.36,10775,Unknow,Unknow
10194,Badaui Jeonseol Jangbogo,"Action, Adventure, Comedy, Mystery",TV,26,6.35,371,Unknow,Unknow
25839,Bonjour♪Koiaji Pâtisserie,"Comedy, Harem, Romance, Shoujo, Slice of Life",ONA,24,6.35,22127,Unknow,Unknow
6872,Cyborg 009,"Action, Adventure, Drama, Sci-Fi, Shounen",Movie,1,6.35,1216,Unknow,Unknow
6628,Dengeki Bunko 2007 Movie Festival Special,Comedy,Special,1,6.35,2793,Unknow,Unknow
8491,Digimon Savers 3D: Digital World Kiki Ippatsu!,"Action, Adventure, Fantasy, Kids, Supernatural",Movie,1,6.35,3720,Unknow,Unknow
21997,Duel Masters Victory V,"Action, Adventure, Comedy, Shounen",TV,51,6.35,363,Unknow,Unknow
9880,Esper Mami: Hoshizora no Dancing Doll,"Fantasy, Shounen",Movie,1,6.35,236,Unknow,Unknow
8584,Future War 198X-nen,"Drama, Military",Movie,1,6.35,444,Unknow,Unknow
3215,Fuyu no Hi,Historical,Movie,1,6.35,2380,Unknow,Unknow
2423,Grey: Digital Target,"Action, Fantasy, Sci-Fi",Movie,1,6.35,1052,Unknow,Unknow
1977,Hijikata Toshizou: Shiro no Kiseki,"Action, Drama, Historical, Samurai",OVA,1,6.35,1965,Unknow,Unknow
7230,Hoshi ni Negai wo: Cold Body + Warm Heart,"Adventure, Sci-Fi",ONA,1,6.35,1217,Unknow,Unknow
848,Jinki:Extend OVA,"Mecha, Sci-Fi",OVA,1,6.35,1985,Unknow,Unknow
577,Kagihime Monogatari Eikyuu Alice Rinbukyoku,"Fantasy, Magic",TV,13,6.35,5623,Unknow,Unknow
3214,Kosuke-sama Rikimaru-sama: Konpeitou no Ryuu,"Action, Adventure, Super Power",OVA,1,6.35,437,Unknow,Unknow
14247,Lunn wa Kaze no Naka,"Drama, Romance",OVA,1,6.35,403,Unknow,Unknow
2059,Mainichi ga Nichiyoubi,"Comedy, Romance",OVA,6,6.35,735,Unknow,Unknow
15565,Maken-Ki! Two,"Action, Ecchi, Harem, Martial Arts, School, Super Power",TV,10,6.35,49842,Unknow,Unknow
31923,Mini Hama: Minimum Hamatora Movies,"Comedy, Mystery, School, Super Power",Movie,2,6.35,833,Unknow,Unknow
9523,Minori Scramble!,Comedy,OVA,1,6.35,2208,Unknow,Unknow
5585,New Dream Hunter Rem: Yume no Kishitachi,"Ecchi, Magic",OVA,1,6.35,586,Unknow,Unknow
4024,Sanrio Anime Sekai Meisaku Gekijou,"Adventure, Fantasy, Kids",TV,13,6.35,611,Unknow,Unknow
2406,Sazae-san,"Comedy, Slice of Life",TV,Unknown,6.35,1632,Unknow,Unknow
19573,Short Peace Opening,"Fantasy, Sci-Fi, Supernatural",Special,1,6.35,2790,Unknow,Unknow
10349,Suzy&#039;s Zoo: Daisuki! Witzy,Kids,TV,25,6.35,369,Unknow,Unknow
30585,Taifuu no Noruda,"Drama, School, Sci-Fi, Supernatural",Movie,1,6.35,14281,Unknow,Unknow
4451,Tanin no Kankei,"Comedy, Ecchi, Romance, School",OVA,2,6.35,868,Unknow,Unknow
17959,Tetsuwan Atom: Atom Tanjou no Himitsu,"Drama, Mecha, Sci-Fi",Movie,1,6.35,342,Unknow,Unknow
5475,Time Bokan 2000: Kaitou Kiramekiman,"Action, Adventure, Comedy, Mecha, Sci-Fi",TV,26,6.35,305,Unknow,Unknow
12867,Tsuki no Sango,Drama,Movie,1,6.35,1661,Unknow,Unknow
2566,Uchuujin Tanaka Tarou,"Comedy, School, Shounen",TV,24,6.35,386,Unknow,Unknow
6822,Ukkari Pénélope (2009),"Comedy, Slice of Life",TV,26,6.35,317,Unknow,Unknow
3290,Vampiyan Kids,"Comedy, Fantasy, Kids",TV,23,6.35,435,Unknow,Unknow
8240,Wanpaku Oomukashi Kum Kum,"Adventure, Comedy, Historical, Kids",TV,26,6.35,229,Unknow,Unknow
547,Wind: A Breath of Heart OVA,"Drama, Romance, School, Supernatural",OVA,3,6.35,2043,Unknow,Unknow
1630,Yousei Hime Ren,"Adventure, Comedy, Fantasy",OVA,2,6.35,2253,Unknow,Unknow
9595,Amanatsu,Sci-Fi,Movie,1,6.34,1305,Unknow,Unknow
27619,Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue,"Comedy, Ecchi, Romance, Shounen, Slice of Life",OVA,6,6.34,2866,Unknow,Unknow
10901,Aoi Hitomi no Onnanoko no Ohanashi,"Drama, Historical",Special,1,6.34,373,Unknow,Unknow
2309,"Azusa, Otetsudai Shimasu!","Comedy, Sci-Fi, Slice of Life, Sports",OVA,1,6.34,1973,Unknow,Unknow
2023,Bakuen Campus Guardress,"Action, Comedy, School, Shounen, Supernatural",OVA,4,6.34,1491,Unknow,Unknow
6920,Blade,"Action, Drama, Horror, Vampire",TV,12,6.34,14100,Unknow,Unknow
693,Burn Up Scramble,"Action, Comedy, Drama, Ecchi, Police, Sci-Fi, Shounen",TV,12,6.34,5899,Unknow,Unknow
6645,Chuu Bra!!,"Comedy, Ecchi, School",TV,12,6.34,32470,Unknow,Unknow
17205,Cowboy Bebop: Ein no Natsuyasumi,Adventure,Special,1,6.34,9456,Unknow,Unknow
8550,Dr. Slump Movie 10: Arale no Bikkuriman,"Comedy, Sci-Fi, Shounen",Movie,1,6.34,513,Unknow,Unknow
14073,Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu,"Comedy, Ecchi, Parody, School, Shounen",ONA,10,6.34,16438,Unknow,Unknow
6557,Fortune Quest: Yo ni mo Shiawase na Boukensha-tachi,"Adventure, Comedy, Fantasy, Magic",OVA,4,6.34,464,Unknow,Unknow
8178,Fujoshi no Hinkaku,Slice of Life,OVA,1,6.34,633,Unknow,Unknow
5862,Fumoon,Sci-Fi,Special,1,6.34,354,Unknow,Unknow
20929,Galo Sengen,Music,Music,1,6.34,586,Unknow,Unknow
33498,Ganbare! Kickers: Hitoribocchi no Ace Striker,"Drama, Shounen, Sports",Special,1,6.34,145,Unknow,Unknow
8150,Gegege no Kitarou: Chisougan,"Adventure, Comedy, Fantasy, Horror, Supernatural",Movie,1,6.34,188,Unknow,Unknow
7596,Haiyoru! Nyaruani,"Comedy, Parody, Sci-Fi",OVA,9,6.34,18386,Unknow,Unknow
1850,Haou Daikei Ryuu Knight: Adeu Legend II,"Action, Adventure, Fantasy, Mecha",OVA,3,6.34,430,Unknow,Unknow
30155,Hoshi no Kirby: Tokubetsu-hen - Taose!! Koukaku Majuu Ebizou,"Action, Adventure, Comedy, Fantasy",Special,1,6.34,384,Unknow,Unknow
12579,Itsuka Tenma no Kuro Usagi Picture Drama,"Comedy, Ecchi, Romance, Shounen, Supernatural, Vampire",Special,6,6.34,3463,Unknow,Unknow
31762,King of Prism by Pretty Rhythm,"Music, Shoujo, Sports",Movie,1,6.34,2897,Unknow,Unknow
8141,Konchuu Monogatari Mitsubachi Hutch: Yuuki no Melody,"Adventure, Comedy, Drama",Movie,1,6.34,233,Unknow,Unknow
6994,Koneko no Studio,Comedy,Movie,1,6.34,373,Unknow,Unknow
3448,Mad★Bull 34,"Action, Police",OVA,4,6.34,3216,Unknow,Unknow
10465,Manyuu Hikenchou,"Action, Comedy, Ecchi, Samurai, Seinen",TV,12,6.34,32171,Unknow,Unknow
1162,Maze☆Bakunetsu Jikuu,"Adventure, Comedy, Fantasy, Mecha, Shounen",OVA,2,6.34,1835,Unknow,Unknow
1071,Memories Off #5 Togireta Film The Animation,"Drama, Romance",OVA,1,6.34,2068,Unknow,Unknow
21479,Metal Fight Beyblade Zero G Specials,"Adventure, Sports",Special,7,6.34,915,Unknow,Unknow
24713,Miss Monochrome: The Animation - Soccer-hen,"Comedy, Slice of Life, Sports",ONA,1,6.34,5455,Unknow,Unknow
8848,"Oishinbo: Kyuukyoku tai Shikou, Chouju Ryouri Taiketsu!!","Comedy, Seinen, Slice of Life",Movie,1,6.34,175,Unknow,Unknow
9587,Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!,"Comedy, Ecchi, Harem, Romance",TV,12,6.34,51637,Unknow,Unknow
11595,Perman (1983),"Comedy, Kids, School, Super Power",TV,526,6.34,447,Unknow,Unknow
22215,Pretty Rhythm: All Star Selection,"Music, Shoujo, Sports",TV,11,6.34,1145,Unknow,Unknow
30912,Robot Girls Z Episode 0,"Comedy, Mecha, Parody",ONA,1,6.34,1271,Unknow,Unknow
4213,Saishuu Shiken Kujira Progressive,"Drama, Romance",OVA,1,6.34,1710,Unknow,Unknow
7759,Saki Picture Drama,"Comedy, Slice of Life",Special,7,6.34,2767,Unknow,Unknow
2770,SF Shinseiki Lensman,"Action, Adventure, Sci-Fi, Space",Movie,1,6.34,1405,Unknow,Unknow
4948,Shounen Sarutobi Sasuke,"Adventure, Fantasy",Movie,1,6.34,564,Unknow,Unknow
5369,Street Fighter: Aratanaru Kizuna,"Action, Adventure, Shounen",OVA,1,6.34,5106,Unknow,Unknow
1582,Submarine 707R,"Action, Adventure, Military, Sci-Fi",OVA,2,6.34,1712,Unknow,Unknow
25169,Tamayura: More Aggressive Picture Drama,"Comedy, Drama",Special,1,6.34,809,Unknow,Unknow
31668,Teekyuu 5 Specials,"Comedy, School, Shounen, Sports",Special,2,6.35,1308,Unknow,Unknow
30178,Tiger &amp; Bunny Recaps,"Action, Comedy, Mystery, Super Power",OVA,2,6.34,516,Unknow,Unknow
33023,Touken Ranbu: Hanamaru,"Action, Comedy, Drama, Fantasy, Historical, Slice of Life",TV,12,6.34,30310,Unknow,Unknow
2516,Uchuu no Senshi,"Mecha, Military, Sci-Fi, Shounen, Space",OVA,6,6.34,2596,Unknow,Unknow
